Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Kolkata,8431.28,2014,26000,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c2,15134,Honda City i DTEC SV
Kochi,5779.26,2014,68365,CNG,Manual,First,5.0,26.6,998.0,58.16,Maruti,India,Asia,c2,3301,Maruti Wagon R LXI CNG
Coimbatore,75482.95,2016,27833,Diesel,Automatic,First,5.0,7.2,2987.0,165.0,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz M-Class ML 350 4Matic
Kochi,4660.2,2016,51639,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,3301,Maruti Alto 800 LXI
Delhi,7511.5,2015,21000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,32066,Hyundai i20 Magna 1.2
Bangalore,9581.0,2013,90000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,13193,Ford Ecosport 1.5 DV5 MT Trend
Hyderabad,50587.68,2015,36255,Diesel,Automatic,First,5.0,19.59,1995.0,184.0,BMW,Germany,Europe,c5,10534,BMW 3 Series GT 320d Luxury Line
Chennai,41389.92,2011,58000,Diesel,Automatic,Second,5.0,11.7,2993.0,245.0,BMW,Germany,Europe,c5,11503,BMW X5 xDrive 30d
Coimbatore,7986.72,2014,48997,Petrol,Manual,Second,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,2935,Honda Amaze S i-Vtech
Mumbai,8814.52,2014,31130,Petrol,Manual,First,5.0,15.85,1499.0,110.4,Ford,USA,America,c2,20961,Ford EcoSport 1.5 Ti VCT MT Titanium
Coimbatore,25416.48,2012,75668,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c4,2935,Jaguar XF 3.0 Litre S Premium Luxury
Delhi,16862.56,2015,12000,Petrol,Manual,First,5.0,14.53,1798.0,138.0,Toyota,Japan,Asia,c4,32066,Toyota Corolla 1.8 J
Pune,4292.29,2014,90000,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,6987,Hyundai i10 Sportz
Kochi,58237.15,2019,17320,Diesel,Automatic,First,5.0,15.8,2148.0,170.0,Mercedes-Benz,Germany,Europe,c5,3301,Mercedes-Benz New C-Class C220 CDI Executive Edition
Delhi,5595.3,2011,85000,Diesel,Manual,Second,5.0,20.0,1968.0,108.5,Skoda,Germany,Europe,c2,32066,Skoda Laura Ambiente 2.0 TDI CR MT
Hyderabad,9197.76,2007,130000,Diesel,Manual,First,7.0,13.1,2499.0,141.0,Ford,USA,America,c3,10534,Ford Endeavour 4x2 XLT
Coimbatore,6959.64,2013,60328,Petrol,Manual,First,5.0,15.6,1196.0,70.0,Ford,USA,America,c2,2935,Ford Figo Petrol EXI
Kochi,8277.98,2015,34327,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,3301,Honda Amaze S i-Vtech
Mumbai,5058.77,2014,75000,Diesel,Manual,First,5.0,19.1,1405.0,70.0,Tata,India,Asia,c1,20961,Tata Indica Vista TDI LS
Hyderabad,27976.52,2012,86000,Diesel,Automatic,Second,5.0,14.7,1985.0,163.0,Volvo,Sweden,Europe,c4,10534,Volvo XC60 D4 Summum
Bangalore,4752.18,2017,12000,Petrol,Manual,First,5.0,22.7,799.0,53.0,Datsun,Japan,Asia,c1,13193,Datsun Redi GO Sport
Kochi,5886.57,2013,57759,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,3301,Hyundai EON Era Plus
Kolkata,3740.42,2016,24300,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,15134,Maruti Alto 800 VXI
Bangalore,5518.66,2011,66000,Petrol,Manual,Second,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,13193,Volkswagen Polo Petrol Trendline 1.2L
Mumbai,5978.54,2015,75915,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,20961,Hyundai i10 Asta
Chennai,4445.58,2013,107000,Petrol,Manual,Second,5.0,16.95,1498.0,97.7,Nissan,Japan,Asia,c1,11503,Nissan Sunny 2011-2014 XL
Chennai,5365.36,2008,86000,Petrol,Manual,Second,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c1,11503,Toyota Corolla Altis G
Chennai,5365.36,2009,160000,Diesel,Manual,Second,5.0,18.1,1493.0,110.0,Hyundai,Korea,Asia,c1,11503,Hyundai Verna CRDi ABS
Jaipur,5365.36,2019,3000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,4107,Maruti Alto 800 2016-2019 LXI Optional
Hyderabad,10730.72,2015,72495,Diesel,Manual,First,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c3,10534,Hyundai i20 Sportz 1.4 CRDi
Chennai,13336.75,2016,33000,Diesel,Automatic,First,5.0,19.08,1582.0,126.2,Hyundai,Korea,Asia,c3,11503,Hyundai Verna 1.6 CRDi AT S
Hyderabad,68983.2,2014,60000,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,10534,Audi Q7 3.0 TDI Quattro Technology
Hyderabad,2759.33,2016,80103,Diesel,Manual,First,5.0,25.0,1396.0,69.0,Tata,India,Asia,c1,10534,Tata Indica V2 eLS
Kolkata,1517.63,2007,42100,Petrol,Manual,First,5.0,18.0,995.0,62.0,Chevrolet,USA,America,c1,15134,Chevrolet Spark 1.0 LS
Kolkata,7358.21,2018,4500,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,15134,Hyundai Grand i10 1.2 Kappa Magna
Mumbai,27516.63,2014,97000,Diesel,Manual,First,7.0,12.55,2982.0,169.0,Toyota,Japan,Asia,c4,20961,Toyota Fortuner 4x4 MT TRD Sportivo
Kochi,8676.55,2017,51223,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,3301,Hyundai Grand i10 1.2 Kappa Asta
Delhi,4752.18,2009,64000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,32066,Honda City 1.5 S MT
Kochi,10025.56,2016,56911,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,3301,Hyundai Elite i20 Petrol Asta
Hyderabad,20235.07,2015,147848,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,10534,Toyota Innova 2.5 G4 Diesel 8-seater
Kochi,87072.13,2018,21290,Petrol,Automatic,First,4.0,13.0,4951.0,395.0,Ford,USA,America,c5,3301,Ford Mustang V8
Kochi,29739.42,2019,14076,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,3301,Toyota Innova Crysta 2.8 GX AT
Ahmedabad,2529.38,2007,75180,Petrol,Manual,First,5.0,18.2,1061.0,64.0,Maruti,India,Asia,c1,8450,Maruti Zen Estilo 1.1 VXI BSIII
Jaipur,6668.38,2013,92000,Diesel,Manual,Second,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,4107,Maruti Swift ZDi
Hyderabad,9964.24,2015,57266,Diesel,Manual,First,5.0,20.5,1248.0,91.72,Fiat,Italy,Europe,c3,10534,Fiat Avventura MULTIJET Emotion
Delhi,1701.59,2007,64000,Petrol,Manual,First,5.0,18.2,998.0,67.1,Maruti,India,Asia,c1,32066,Maruti Zen Estilo VXI BSIII
Mumbai,8431.28,2013,41000,Diesel,Manual,First,5.0,19.87,1461.0,83.8,Renault,France,Europe,c2,20961,Renault Duster 85PS Diesel RxL
Delhi,16862.56,2012,45999,Diesel,Manual,First,6.0,10.5,2835.0,107.2,Mitsubishi,Japan,Asia,c4,32066,Mitsubishi Pajero 2.8 SFX
Pune,5978.54,2015,50000,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,6987,Maruti Celerio VXI AT
Pune,2759.33,2013,70000,Diesel,Manual,First,5.0,17.88,1405.0,48.21,Tata,India,Asia,c1,6987,Tata Indica V2 DLS BSIII
Kochi,9535.01,2016,37540,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,3301,Hyundai Elite i20 Petrol Asta
Hyderabad,6591.73,2014,44000,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534,Maruti Celerio VXI AT
Hyderabad,9182.43,2017,22500,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,10534,Hyundai Grand i10 1.2 Kappa Asta
Delhi,9197.76,2017,17431,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,32066,Hyundai i20 1.2 Magna Executive
Delhi,8967.82,2014,61566,Petrol,Manual,First,5.0,17.1,1591.0,121.3,Hyundai,Korea,Asia,c3,32066,Hyundai Verna 1.6 SX VTVT (O)
Kochi,30567.22,2014,61730,Diesel,Automatic,First,5.0,12.39,2179.0,147.51,Land-Rover,India,Asia,c4,3301,Land Rover Freelander 2 SE
Chennai,4445.58,2009,68000,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c1,11503,Maruti Swift VXI BSIII
Mumbai,6515.08,2014,29000,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,20961,Honda Amaze SX i-VTEC
Hyderabad,9182.43,2010,156210,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c3,10534,Toyota Corolla Altis Diesel D4DG
Kolkata,5058.77,2013,46500,Diesel,Manual,First,5.0,27.4,1498.0,98.6,Honda,Japan,Asia,c1,15134,Honda Amaze S Diesel
Coimbatore,12386.32,2009,52830,Diesel,Automatic,Second,5.0,16.77,2967.0,241.38,Audi,Germany,Europe,c3,2935,Audi A6 3.0 TDI quattro
Jaipur,6898.32,2017,39867,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c2,4107,Maruti Wagon R VXI
Hyderabad,9964.24,2014,58972,Diesel,Manual,First,7.0,24.2,1498.0,98.6,Honda,Japan,Asia,c3,10534,Honda Mobilio E i DTEC
Bangalore,5978.54,2006,66000,Petrol,Automatic,Second,5.0,10.1,2354.0,152.0,Honda,Japan,Asia,c2,13193,Honda CR-V 2.4 4WD AT
Delhi,8048.04,2013,52000,Petrol,Manual,First,5.0,17.1,1591.0,121.3,Hyundai,Korea,Asia,c2,32066,Hyundai Verna 1.6 SX VTVT (O)
Bangalore,26060.32,2014,58000,Diesel,Automatic,First,7.0,11.72,2199.0,194.3,Hyundai,Korea,Asia,c4,13193,Hyundai Santa Fe 4x4 AT
Ahmedabad,5365.36,2012,58000,Petrol,Automatic,First,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c1,8450,Hyundai i10 Sportz AT
Hyderabad,4598.88,2008,75000,Diesel,Manual,Second,5.0,17.7,1399.0,68.0,Ford,USA,America,c1,10534,Ford Fusion Plus 1.4 TDCi Diesel
Coimbatore,7465.52,2015,41008,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,2935,Hyundai i10 Sportz
Jaipur,9197.76,2014,65000,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c3,4107,Hyundai Xcent 1.1 CRDi SX Option
Mumbai,23760.88,2015,19000,Diesel,Automatic,First,5.0,18.19,1968.0,174.5,Skoda,Germany,Europe,c4,20961,Skoda Superb Style 2.0 TDI AT
Pune,2452.74,2008,74000,Petrol,Manual,Second,5.0,16.6,1388.0,68.0,Ford,USA,America,c1,6987,Ford Fiesta 1.4 Duratec EXI
Pune,11113.96,2017,33000,Petrol,Automatic,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,6987,Maruti Baleno Zeta Automatic
Mumbai,4982.12,2010,95000,Diesel,Manual,Second,5.0,17.0,1896.0,105.0,Skoda,Germany,Europe,c1,20961,Skoda Laura 1.9 TDI MT Ambiente
Kolkata,5212.06,2012,34000,Diesel,Manual,First,5.0,20.64,1498.0,108.5,Volkswagen,Germany,Europe,c1,15134,Volkswagen Vento 1.5 TDI Comfortline
Coimbatore,46755.28,2014,102865,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,2935,Audi Q7 3.0 TDI Quattro Technology
Kochi,12217.69,2016,52378,Petrol,Manual,First,5.0,17.0,1591.0,121.3,Hyundai,Korea,Asia,c3,3301,Hyundai Verna VTVT 1.6 SX Option
Delhi,20710.29,2012,38000,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,32066,Mercedes-Benz New C-Class 220 CDI AT
Kochi,8323.97,2015,60334,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,3301,Honda Amaze S i-Dtech
Chennai,3985.7,2010,107000,Petrol,Manual,First,5.0,16.6,1388.0,68.0,Ford,USA,America,c1,11503,Ford Fiesta 1.4 Duratec EXI Limited Edition
Bangalore,6821.67,2013,445000,Petrol,Manual,First,5.0,18.5,1197.0,82.9,Hyundai,Korea,Asia,c2,13193,Hyundai i20 Magna Optional 1.2
Kolkata,4215.64,2017,2196,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,15134,Maruti Alto 800 LXI
Kolkata,13413.4,2010,24000,Petrol,Automatic,First,5.0,10.6,2996.0,258.0,BMW,Germany,Europe,c3,15134,BMW 5 Series 530i Sedan
Coimbatore,8293.31,2015,44846,Petrol,Manual,Second,5.0,14.6,1368.0,88.7,Fiat,Italy,Europe,c2,2935,Fiat Grande Punto 1.4 Emotion
Kochi,13106.81,2018,64035,Diesel,Automatic,First,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c3,3301,Maruti Dzire AMT ZDI Plus
Mumbai,12646.92,2014,45600,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,20961,Mahindra XUV500 W6 2WD
Kochi,36147.2,2014,102001,Diesel,Automatic,First,7.0,11.1,2400.0,200.0,Volvo,Sweden,Europe,c5,3301,Volvo XC90 2007-2015 D5 AT AWD
Coimbatore,6882.99,2014,47439,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,2935,Hyundai i10 Sportz 1.2
Hyderabad,19913.15,2010,193254,Diesel,Manual,First,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,10534,Toyota Fortuner 3.0 Diesel
Bangalore,4292.29,2016,29000,Petrol,Automatic,First,4.0,21.9,624.0,37.48,Tata,India,Asia,c1,13193,Tata Nano XTA
Coimbatore,12922.85,2016,51681,Diesel,Manual,First,8.0,19.98,1461.0,108.5,Renault,France,Europe,c3,2935,Renault Lodgy 110PS RxZ 8 Seater
Hyderabad,72815.6,2015,50000,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,10534,Audi Q7 3.0 TDI Quattro Premium Plus
Mumbai,13719.99,2016,42666,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,20961,Honda City i VTEC CVT VX
Jaipur,8431.28,2013,65000,Diesel,Manual,Second,5.0,19.01,1461.0,108.45,Renault,France,Europe,c2,4107,Renault Duster 110PS Diesel RxL
Jaipur,7281.56,2014,18776,Petrol,Manual,First,5.0,17.8,1198.0,86.7,Honda,Japan,Asia,c2,4107,Honda Amaze S i-VTEC
Jaipur,7281.56,2016,6714,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,4107,Honda Amaze S i-Vtech
Pune,14563.12,2009,40000,Petrol,Automatic,Second,5.0,12.05,1995.0,154.0,BMW,Germany,Europe,c3,6987,BMW 3 Series 320i
Coimbatore,5779.26,2011,88539,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,2935,Maruti Ritz LDi
Delhi,6515.08,2012,65055,Petrol,Manual,Second,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,32066,Honda City 1.5 S MT
Mumbai,30505.9,2014,23000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c4,20961,BMW 3 Series 320d Sport Line
Chennai,6131.84,2009,60000,Diesel,Manual,First,5.0,15.0,1896.0,105.0,Volkswagen,Germany,Europe,c2,11503,Volkswagen Jetta 2007-2011 1.9 TDI Trendline
Kochi,6377.11,2013,59350,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,3301,Maruti Swift Dzire LXI
Bangalore,58252.48,2015,19000,Diesel,Automatic,Second,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,13193,Jaguar XF 2.2 Litre Executive
Kochi,9718.97,2016,45560,Petrol,Automatic,First,5.0,16.9,1197.0,82.0,Hyundai,Korea,Asia,c3,3301,Hyundai Xcent 1.2 Kappa AT SX Option
Pune,6898.32,2009,118000,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c2,6987,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
Chennai,5748.6,2016,55000,Petrol,Manual,First,7.0,15.1,1196.0,73.0,Maruti,India,Asia,c2,11503,Maruti Eeco 7 Seater Standard
Delhi,15636.19,2012,60000,Diesel,Automatic,Second,5.0,15.2,1968.0,140.8,Audi,Germany,Europe,c3,32066,Audi A4 New 2.0 TDI Multitronic
Chennai,7664.8,2007,145000,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c2,11503,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
Mumbai,6055.19,2008,46810,Petrol,Manual,First,5.0,9.8,1995.0,163.5,Maruti,India,Asia,c2,20961,Maruti Grand Vitara MT
Coimbatore,14946.36,2016,62767,Diesel,Manual,First,5.0,20.34,1498.0,103.2,Volkswagen,Germany,Europe,c3,2935,Volkswagen Vento 1.5 TDI Highline
Kochi,12156.37,2018,18553,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,3301,Hyundai Elite i20 Petrol Asta
Hyderabad,3219.22,2011,143143,Diesel,Manual,First,5.0,17.8,1399.0,67.0,Ford,USA,America,c1,10534,Ford Fiesta Classic 1.4 Duratorq CLXI
Coimbatore,25171.2,2015,53497,Diesel,Manual,First,7.0,13.5,2477.0,175.56,Mitsubishi,Japan,Asia,c4,2935,Mitsubishi Pajero Sport 4X4
Bangalore,13643.34,2011,148000,Diesel,Manual,Second,7.0,14.66,2199.0,194.3,Hyundai,Korea,Asia,c3,13193,Hyundai Santa Fe 4X4
Pune,11052.64,2012,95000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,6987,Mahindra XUV500 W8 2WD
Chennai,20694.96,2015,100000,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,11503,Toyota Innova 2.5 V Diesel 8-seater
Chennai,99642.4,2016,29000,Diesel,Automatic,First,5.0,11.57,2987.0,254.79,Mercedes-Benz,Germany,Europe,c5,11503,Mercedes-Benz GLE 350d
Bangalore,11343.9,2014,87000,Diesel,Manual,First,7.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,13193,Mahindra Scorpio 2009-2014 SLE 7S BSIV
Kochi,7894.74,2014,56838,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c2,3301,Honda City 1.5 S AT
Pune,49054.72,2013,100000,Diesel,Automatic,First,7.0,12.0,2987.0,224.0,Mercedes-Benz,Germany,Europe,c5,6987,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
Kolkata,4982.12,2011,125000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,15134,Honda City 1.5 S MT
Kolkata,6055.19,2017,17000,Petrol,Automatic,First,5.0,22.5,998.0,67.0,Maruti,India,Asia,c2,15134,Maruti Wagon R VXI AMT
Pune,2299.44,2013,70000,Petrol,Manual,Second,5.0,15.4,1193.0,65.0,Tata,India,Asia,c1,6987,Tata Indigo eCS GLE BSIII
Pune,4598.88,2010,50000,Petrol,Manual,Second,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,6987,Hyundai i20 2015-2017 1.2 Asta with AVN
Kolkata,3050.59,2010,39800,Petrol,Manual,First,5.0,16.0,1198.0,90.0,Honda,Japan,Asia,c1,15134,Honda Jazz Active
Kolkata,2069.5,2010,60000,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,15134,Maruti A-Star Lxi
Hyderabad,20694.96,2009,58000,Diesel,Automatic,First,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c4,10534,BMW 3 Series 320d Highline
Hyderabad,10715.39,2010,110009,Diesel,Manual,First,5.0,17.67,1968.0,138.08,Skoda,Germany,Europe,c3,10534,Skoda Yeti Elegance
Hyderabad,13030.16,2013,85000,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,10534,Nissan Terrano XV Premium 110 PS
Pune,4430.25,2010,84000,Diesel,Manual,Second,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,6987,Volkswagen Polo Diesel Comfortline 1.2L
Mumbai,16096.08,2011,51000,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,20961,BMW 3 Series 320d
Kochi,6085.85,2013,68880,Petrol,Manual,First,5.0,16.95,1498.0,97.7,Nissan,Japan,Asia,c2,3301,Nissan Sunny 2011-2014 XL
Chennai,6515.08,2017,5500,Petrol,Automatic,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c2,11503,Maruti Alto K10 VXI AGS
Coimbatore,9458.36,2016,40052,Petrol,Manual,First,5.0,21.1,1197.0,85.8,Maruti,India,Asia,c3,2935,Maruti Ritz ZXI
Coimbatore,59356.21,2016,47293,Diesel,Automatic,First,5.0,14.16,1968.0,174.3,Audi,Germany,Europe,c5,2935,Audi Q5 30 TDI quattro Premium Plus
Hyderabad,9964.24,2013,79663,Diesel,Manual,First,5.0,16.8,1493.0,110.0,Hyundai,Korea,Asia,c3,10534,Hyundai Verna CRDi SX
Jaipur,6515.08,2013,63000,Diesel,Manual,Second,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,4107,Honda Amaze S i-Dtech
Kolkata,7281.56,2014,45000,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c2,15134,Honda City i DTEC SV
Kochi,27148.72,2014,56501,Diesel,Automatic,First,7.0,12.9,2755.0,174.5,Toyota,Japan,Asia,c4,3301,Toyota Fortuner TRD Sportivo 2.8 2WD AT
Jaipur,8967.82,2015,58000,Diesel,Manual,First,5.0,20.34,1498.0,103.2,Volkswagen,Germany,Europe,c3,4107,Volkswagen Vento 1.5 TDI Highline
Coimbatore,26474.22,2011,51602,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c4,2935,BMW 5 Series 520d Luxury Line
Hyderabad,14179.88,2007,74199,Diesel,Automatic,First,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c3,10534,BMW 3 Series 320d Sedan
Ahmedabad,19545.24,2017,25000,Petrol,Automatic,First,5.0,13.0,1591.0,121.3,Hyundai,Korea,Asia,c4,8450,Hyundai Creta 1.6 SX Plus Petrol Automatic
Pune,41389.92,2016,70000,Diesel,Automatic,Second,5.0,21.76,1995.0,190.0,BMW,Germany,Europe,c5,6987,BMW 3 Series Luxury Line
Bangalore,32192.16,2013,25000,Diesel,Automatic,Second,5.0,14.84,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz New C-Class C 220 CDI BE Avantgare
Hyderabad,12187.03,2017,22000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift Dzire VDI
Hyderabad,6898.32,2015,47020,Petrol,Manual,Second,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534,Maruti Celerio ZXI
Mumbai,51737.4,2017,8000,Diesel,Automatic,First,5.0,19.59,1995.0,187.74,BMW,Germany,Europe,c5,20961,BMW 3 Series 320d GT Luxury Line
Delhi,26842.13,2010,73000,Diesel,Automatic,First,7.0,11.33,4134.0,335.2,Audi,Germany,Europe,c4,32066,Audi Q7 4.2 TDI Quattro Technology
Kochi,10424.13,2017,36973,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c3,3301,Honda Jazz V
Coimbatore,2575.37,2014,42083,Petrol,Manual,First,4.0,25.4,624.0,37.48,Tata,India,Asia,c1,2935,Tata Nano Cx BSIV
Chennai,4445.58,2016,61000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,11503,Maruti Alto 800 2016-2019 LXI
Mumbai,4844.15,2014,43628,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c1,20961,Maruti Wagon R VXI
Jaipur,5978.54,2014,60000,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c2,4107,Hyundai Xcent 1.1 CRDi Base
Delhi,2989.27,2010,54000,Petrol,Manual,Second,5.0,17.8,1199.0,76.8,Chevrolet,USA,America,c1,32066,Chevrolet Beat LT
Kochi,40654.1,2015,27001,Diesel,Automatic,First,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,3301,Jaguar XF 2.2 Litre Luxury
Chennai,13796.64,2010,52000,Diesel,Automatic,First,5.0,18.33,1968.0,167.7,Volkswagen,Germany,Europe,c3,11503,Volkswagen Passat Diesel Highline 2.0 TDI
Hyderabad,6898.32,2012,80000,Diesel,Manual,First,5.0,21.27,1396.0,88.76,Hyundai,Korea,Asia,c2,10534,Hyundai i20 Asta 1.4 CRDi
Chennai,13413.4,2008,160000,Diesel,Manual,First,6.0,10.5,2835.0,107.2,Mitsubishi,Japan,Asia,c3,11503,Mitsubishi Pajero 2.8 SFX
Chennai,17629.04,2018,3300,Diesel,Automatic,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c4,11503,Maruti Vitara Brezza ZDi Plus AMT Dual Tone
Delhi,4598.88,2016,35027,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,32066,Maruti Alto K10 LXI
Coimbatore,5809.92,2015,26568,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,2935,Hyundai EON Magna Plus
Ahmedabad,9197.76,2015,59000,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,8450,Maruti Ciaz VDi Plus SHVS
Bangalore,20311.72,2016,51000,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,13193,Hyundai Creta 1.6 CRDi SX Option
Delhi,12263.68,2012,56400,Diesel,Automatic,First,5.0,17.2,1968.0,138.1,Skoda,Germany,Europe,c3,32066,Skoda Superb Ambition 2.0 TDI CR AT
Hyderabad,8891.17,2015,80000,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c3,10534,Volkswagen Polo 1.5 TDI Highline
Delhi,21231.5,2012,72000,Diesel,Automatic,Third,5.0,18.48,1995.0,187.0,BMW,Germany,Europe,c4,32066,BMW 5 Series 520d Sedan
Hyderabad,20694.96,2013,107000,Diesel,Manual,Second,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,10534,Toyota Innova 2.5 VX (Diesel) 7 Seater
