Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Chennai,39856.96,2016,28000,Petrol,Automatic,First,5.0,13.7,1991.0,183.0,Mercedes-Benz,Germany,Europe,c5,11503
Coimbatore,14808.39,2017,28599,Diesel,Manual,First,6.0,16.55,2498.0,105.0,Mahindra,India,Asia,c3,2935
Bangalore,10500.78,2013,45348,Diesel,Manual,Second,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,13193
Coimbatore,36300.49,2013,80127,Diesel,Automatic,First,5.0,12.8,1968.0,167.6,Audi,Germany,Europe,c5,2935
Delhi,24144.12,2013,68000,Diesel,Automatic,Second,5.0,12.39,2179.0,147.51,Land-Rover,India,Asia,c4,32066
Pune,5365.36,2012,75000,Diesel,Manual,Third,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c1,6987
Delhi,10715.39,2006,48000,Petrol,Automatic,Second,5.0,11.62,2979.0,306.0,BMW,Germany,Europe,c3,32066
Coimbatore,23868.19,2019,41871,Diesel,Manual,First,5.0,22.7,1582.0,126.2,Hyundai,Korea,Asia,c4,2935
Coimbatore,8109.36,2015,84931,Diesel,Manual,First,7.0,15.3,2956.0,83.8,Tata,India,Asia,c2,2935
Kolkata,3449.16,2016,15000,Petrol,Manual,First,5.0,22.7,799.0,53.64,Datsun,Japan,Asia,c1,15134
Chennai,30659.2,2009,110000,Diesel,Automatic,First,5.0,11.7,2993.0,245.0,BMW,Germany,Europe,c4,11503
Mumbai,72815.6,2011,5900,Petrol,Automatic,First,4.0,7.94,4395.0,450.0,BMW,Germany,Europe,c5,20961
Chennai,1870.21,2002,103653,Petrol,Manual,Second,5.0,18.9,1061.0,47.0,Maruti,India,Asia,c1,11503
Chennai,5595.3,2012,64806,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,11503
Pune,4752.18,2016,35000,Petrol,Manual,First,7.0,20.62,1198.0,67.0,Datsun,Japan,Asia,c1,6987
Bangalore,17629.04,2016,40000,Petrol,Manual,First,5.0,15.29,1591.0,121.3,Hyundai,Korea,Asia,c4,13193
Kochi,5304.04,2015,23876,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,3301
Coimbatore,12846.2,2013,67901,Diesel,Manual,First,7.0,14.66,2199.0,194.3,Hyundai,Korea,Asia,c3,2935
Pune,7358.21,2014,68865,Diesel,Manual,First,5.0,15.11,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987
Pune,6898.32,2014,71000,Diesel,Manual,Second,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,6987
Chennai,1226.37,2004,95000,Petrol,Manual,First,5.0,15.9,1298.0,85.0,Maruti,India,Asia,c1,11503
Kolkata,6055.19,2014,25000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,15134
Hyderabad,5595.3,2012,180000,Diesel,Manual,First,5.0,20.5,1598.0,103.5,Skoda,Germany,Europe,c2,10534
Mumbai,15329.6,2005,131000,Diesel,Automatic,First,5.0,11.0,2987.0,198.5,Mercedes-Benz,Germany,Europe,c3,20961
Delhi,6131.84,2011,65000,Diesel,Manual,Second,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c2,32066
Hyderabad,7281.56,2012,117777,Diesel,Manual,First,5.0,21.64,1461.0,84.8,Nissan,Japan,Asia,c2,10534
Bangalore,4752.18,2009,65000,Petrol,Manual,Second,5.0,17.5,1298.0,85.8,Maruti,India,Asia,c1,13193
Kochi,5533.99,2017,46897,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,3301
Coimbatore,6576.4,2015,36695,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,2935
Kolkata,3265.2,2011,43000,Petrol,Manual,First,5.0,18.06,1198.0,75.0,Nissan,Japan,Asia,c1,15134
Mumbai,1686.26,2008,54000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,20961
Hyderabad,21384.79,2011,89000,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,10534
Mumbai,8201.34,2014,7000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,20961
Hyderabad,5978.54,2014,58470,Petrol,Manual,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534
Kolkata,4292.29,2014,37000,Petrol,Manual,First,5.0,21.5,1197.0,81.8,Maruti,India,Asia,c1,15134
Mumbai,13413.4,2016,29000,Diesel,Manual,First,5.0,26.21,1248.0,88.5,Maruti,India,Asia,c3,20961
Hyderabad,29892.72,2013,52000,Diesel,Automatic,First,5.0,16.55,1968.0,147.51,Audi,Germany,Europe,c4,10534
Kolkata,4215.64,2013,32807,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,15134
Hyderabad,12263.68,2013,86000,Diesel,Automatic,First,8.0,11.79,2179.0,120.0,Mahindra,India,Asia,c3,10534
Delhi,8737.87,2014,66500,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c2,32066
Ahmedabad,19162.0,2012,94000,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,8450
Chennai,2682.68,2011,29000,Petrol,Manual,Second,5.0,18.0,995.0,62.0,Chevrolet,USA,America,c1,11503
Chennai,2912.62,2010,107389,Diesel,Manual,Second,5.0,20.0,1399.0,68.0,Ford,USA,America,c1,11503
Ahmedabad,6898.32,2015,36100,Petrol,Manual,First,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,8450
Mumbai,46448.69,2015,16329,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,20961
Hyderabad,24527.36,2014,36000,Diesel,Automatic,First,5.0,19.3,1968.0,141.0,Skoda,Germany,Europe,c4,10534
Kochi,50250.43,2017,41816,Diesel,Automatic,First,5.0,18.56,1995.0,190.0,BMW,Germany,Europe,c5,3301
Jaipur,3832.4,2015,54680,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,4107
Hyderabad,65917.28,2017,14000,Diesel,Automatic,First,5.0,18.25,1968.0,187.74,Audi,Germany,Europe,c5,10534
Kochi,8247.32,2017,23977,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c2,3301
Hyderabad,4062.34,2013,30131,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,10534
Hyderabad,5058.77,2017,2530,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,10534
Hyderabad,52120.64,2015,39000,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,10534
Chennai,1073.07,2001,140000,Petrol,Manual,Third,5.0,20.3,1086.0,68.0,Hyundai,Korea,Asia,c1,11503
Kochi,10470.12,2017,32257,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c3,3301
Kochi,8845.18,2016,46983,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c3,3301
Chennai,4752.18,2008,107000,Diesel,Manual,Second,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,11503
Mumbai,7588.15,2017,19000,Petrol,Manual,First,5.0,16.2,1199.0,74.0,Volkswagen,Germany,Europe,c2,20961
Bangalore,24910.6,2013,88000,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c4,13193
Coimbatore,80541.72,2012,84384,Diesel,Automatic,First,7.0,10.2,4367.0,308.0,Land-Rover,India,Asia,c5,2935
Chennai,9810.94,2011,128000,Diesel,Manual,Third,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,11503
Bangalore,10654.07,2011,71000,Diesel,Manual,Third,7.0,13.1,2499.0,141.0,Ford,USA,America,c3,13193
Kolkata,1303.02,2008,50000,Diesel,Manual,First,5.0,17.2,1396.0,53.5,Tata,India,Asia,c1,15134
Chennai,10654.07,2016,16000,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,11503
Kolkata,5288.71,2017,82000,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c1,15134
Delhi,4215.64,2008,80000,Petrol,Manual,First,5.0,13.5,1799.0,130.0,Honda,Japan,Asia,c1,32066
Delhi,7588.15,2015,36000,Petrol,Manual,Second,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,32066
Coimbatore,14747.08,2018,17477,Petrol,Manual,First,5.0,17.0,1198.0,108.5,Tata,India,Asia,c3,2935
Coimbatore,10408.8,2016,16725,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,2935
Mumbai,6898.32,2014,48241,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,20961
Kochi,4614.21,2014,52431,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c1,3301
Bangalore,6745.02,2012,68000,Diesel,Manual,First,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c2,13193
Hyderabad,26811.47,2012,158000,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,10534
Coimbatore,7143.59,2014,31446,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,2935
Chennai,8431.28,2015,25000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,11503
Ahmedabad,9197.76,2016,57000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,8450
Hyderabad,3679.1,2007,76000,Petrol,Automatic,First,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,10534
Kochi,15620.86,2018,57078,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,3301
Kochi,8048.04,2016,47471,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,3301
Hyderabad,68983.2,2014,50000,Diesel,Automatic,First,5.0,15.26,2143.0,203.2,Mercedes-Benz,Germany,Europe,c5,10534
Ahmedabad,4138.99,2010,62000,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c1,8450
Coimbatore,5196.73,2013,65807,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,2935
Hyderabad,8722.54,2014,81768,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,10534
Kochi,89739.48,2018,9952,Petrol,Automatic,First,2.0,10.37,2979.0,306.0,BMW,Germany,Europe,c5,3301
Hyderabad,12876.86,2017,24000,Diesel,Manual,First,5.0,27.39,1248.0,74.0,Maruti,India,Asia,c3,10534
Hyderabad,3832.4,2012,72921,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,10534
Pune,4982.12,2012,59000,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,6987
Mumbai,4982.12,2014,33000,Diesel,Manual,Second,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,20961
Pune,6515.08,2016,36789,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,6987
Jaipur,28359.76,2014,41000,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,4107
Hyderabad,3679.1,2007,71000,Petrol,Automatic,First,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,10534
Jaipur,6515.08,2015,46650,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,4107
Mumbai,13566.7,2018,3000,Petrol,Automatic,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,20961
Coimbatore,6346.45,2014,14799,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,2935
Mumbai,19545.24,2011,44000,Electric,Automatic,First,5.0,,1798.0,73.0,Toyota,Japan,Asia,c4,20961
Hyderabad,10730.72,2015,68525,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c3,10534
Hyderabad,50587.68,2018,15000,Diesel,Automatic,First,7.0,10.91,3198.0,197.0,Ford,USA,America,c5,10534
Ahmedabad,15329.6,2017,29000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,8450
Kochi,5411.35,2012,77407,Diesel,Manual,Second,5.0,21.5,1248.0,88.8,Maruti,India,Asia,c2,3301
Jaipur,2069.5,2007,118000,Petrol,Manual,First,5.0,12.9,1598.0,102.5,Chevrolet,USA,America,c1,4107
Delhi,6898.32,2013,75000,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,32066
Pune,7511.5,2012,69000,Petrol,Manual,First,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c2,6987
Kochi,18794.09,2016,52553,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,3301
Mumbai,6116.51,2014,58000,Diesel,Manual,Second,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c2,20961
Mumbai,71972.47,2017,24000,Diesel,Automatic,First,5.0,17.9,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,20961
Hyderabad,5825.25,2015,65542,Diesel,Manual,First,5.0,20.0,1399.0,68.0,Ford,USA,America,c2,10534
Ahmedabad,10347.48,2013,68008,Diesel,Manual,Second,5.0,15.0,1896.0,105.0,Volkswagen,Germany,Europe,c3,8450
Coimbatore,13413.4,2017,22251,Diesel,Manual,First,7.0,18.49,1493.0,100.0,Mahindra,India,Asia,c3,2935
Chennai,7971.39,2013,55000,Petrol,Manual,Second,5.0,15.8,1499.0,110.0,Ford,USA,America,c2,11503
Kochi,12907.52,2017,19387,Petrol,Manual,First,5.0,17.1,1591.0,121.3,Hyundai,Korea,Asia,c3,3301
Pune,4598.88,2014,58000,CNG,Manual,First,5.0,26.6,998.0,58.16,Maruti,India,Asia,c1,6987
Mumbai,8814.52,2016,24001,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,20961
Kolkata,14946.36,2008,17000,Diesel,Automatic,First,5.0,15.2,1968.0,140.8,Audi,Germany,Europe,c3,15134
Delhi,5365.36,2015,28500,Petrol,Manual,First,5.0,19.49,1198.0,67.04,Nissan,Japan,Asia,c1,32066
Jaipur,45988.8,2014,66000,Diesel,Automatic,First,5.0,15.26,2143.0,203.2,Mercedes-Benz,Germany,Europe,c5,4107
Delhi,53653.6,2017,22000,Diesel,Automatic,First,5.0,12.83,2179.0,147.5,Land-Rover,India,Asia,c5,32066
Coimbatore,20311.72,2018,44383,Petrol,Manual,First,5.0,15.8,1591.0,121.3,Hyundai,Korea,Asia,c4,2935
Mumbai,5595.3,2013,45000,Diesel,Manual,First,5.0,20.5,1598.0,103.5,Skoda,Germany,Europe,c2,20961
Jaipur,8048.04,2015,58000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107
Delhi,14869.71,2016,69000,Petrol,Manual,First,5.0,15.8,1591.0,121.3,Hyundai,Korea,Asia,c3,32066
Coimbatore,7986.72,2017,60993,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,2935
Pune,9657.65,2016,67000,Diesel,Manual,First,7.0,18.49,1493.0,100.0,Mahindra,India,Asia,c3,6987
Kochi,7235.57,2014,51134,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,3301
Chennai,42922.88,2011,55000,Diesel,Automatic,Second,5.0,11.7,2993.0,245.0,BMW,Germany,Europe,c5,11503
Coimbatore,12830.88,2018,25082,Diesel,Automatic,First,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c3,2935
Delhi,21461.44,2012,68350,Diesel,Manual,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,32066
Hyderabad,55186.56,2015,50000,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,10534
Pune,9810.94,2015,97000,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,6987
Coimbatore,79238.7,2015,56238,Diesel,Automatic,First,7.0,11.33,4134.0,335.2,Audi,Germany,Europe,c5,2935
Jaipur,12263.68,2014,72618,Diesel,Manual,First,7.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,4107
Hyderabad,15023.01,2012,62005,Diesel,Manual,First,5.0,18.3,1991.0,147.9,Chevrolet,USA,America,c3,10534
Hyderabad,4138.99,2012,61250,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,10534
Coimbatore,37358.24,2014,28469,Diesel,Automatic,First,5.0,18.25,1968.0,187.74,Audi,Germany,Europe,c5,2935
Kochi,14900.37,2018,21488,Petrol,Automatic,First,5.0,14.3,1598.0,103.52,Skoda,Germany,Europe,c3,3301
Pune,7664.8,2014,197000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,6987
Pune,16096.08,2009,138205,Diesel,Manual,Second,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,6987
Jaipur,5978.54,2012,160000,Diesel,Manual,Second,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,4107
Coimbatore,8661.22,2012,67590,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,2935
Mumbai,45912.15,2012,52000,Diesel,Automatic,First,5.0,15.26,2143.0,203.2,Mercedes-Benz,Germany,Europe,c5,20961
Bangalore,4598.88,2008,100000,Diesel,Manual,Second,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,13193
Kolkata,9197.76,2017,60048,Diesel,Manual,First,5.0,26.1,1498.0,99.0,Ford,USA,America,c3,15134
Mumbai,3234.55,2009,48000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,20961
Kolkata,2284.11,2010,47000,Petrol,Manual,First,5.0,14.6,1368.0,90.0,Fiat,Italy,Europe,c1,15134
Jaipur,2299.44,2011,100000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,4107
Coimbatore,7158.92,2013,62601,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c2,2935
Bangalore,4368.94,2006,80010,Petrol,Manual,Second,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c1,13193
Coimbatore,51568.77,2017,26493,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,2935
Hyderabad,1394.99,2011,96000,Diesel,Manual,Second,5.0,17.88,1396.0,52.8,Tata,India,Asia,c1,10534
Jaipur,3709.76,2014,45700,Petrol,Manual,Second,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,4107
Kolkata,4982.12,2005,13000,Petrol,Automatic,First,5.0,9.3,2771.0,193.1,Skoda,Germany,Europe,c1,15134
Kolkata,4292.29,2013,38000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,15134
Coimbatore,12723.57,2019,8018,Petrol,Automatic,First,5.0,22.0,1197.0,81.8,Maruti,India,Asia,c3,2935
Bangalore,8048.04,2010,144400,Diesel,Manual,Third,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c2,13193
Jaipur,4445.58,2010,152000,Diesel,Manual,First,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,4107
Pune,22994.4,2013,71000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c4,6987
Jaipur,812.47,2012,80000,Petrol,Manual,Second,4.0,25.4,624.0,37.5,Tata,India,Asia,c1,4107
Mumbai,19162.0,2014,87143,Diesel,Manual,First,8.0,12.99,2494.0,100.0,Toyota,Japan,Asia,c4,20961
Mumbai,4215.64,2012,25000,Petrol,Manual,First,5.0,18.4,1198.0,86.8,Honda,Japan,Asia,c1,20961
Pune,7664.8,2018,2000,Petrol,Automatic,First,5.0,23.84,1199.0,83.83,Tata,India,Asia,c2,6987
Kochi,10868.69,2014,45239,Diesel,Manual,First,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,3301
Hyderabad,30643.87,2011,101999,Diesel,Automatic,First,5.0,16.73,1995.0,218.0,BMW,Germany,Europe,c4,10534
Mumbai,16479.32,2014,74219,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c4,20961
Mumbai,14486.47,2016,25000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,20961
Hyderabad,4445.58,2008,109606,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c1,10534
Kolkata,7204.91,2015,36000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,15134
Coimbatore,10899.35,2016,41810,Petrol,Manual,First,5.0,20.73,1373.0,91.1,Maruti,India,Asia,c3,2935
Jaipur,9581.0,2014,93321,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,4107
Hyderabad,3372.51,2011,81000,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,10534
Kochi,13582.03,2019,25717,Petrol,Automatic,First,5.0,19.0,1199.0,88.76,Honda,Japan,Asia,c3,3301
Delhi,14256.53,2015,37000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,32066
Coimbatore,11604.51,2017,56380,Diesel,Manual,First,7.0,18.49,1493.0,100.0,Mahindra,India,Asia,c3,2935
Chennai,12110.38,2017,8000,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c3,11503
Kochi,8661.22,2018,14589,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c2,3301
Delhi,4982.12,2013,65088,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,32066
Coimbatore,24941.26,2019,24864,Diesel,Manual,First,5.0,20.5,1582.0,126.2,Hyundai,Korea,Asia,c4,2935
Coimbatore,4920.8,2011,64831,Petrol,Manual,First,5.0,18.6,1199.0,79.4,Chevrolet,USA,America,c1,2935
Kolkata,5978.54,2013,38001,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,15134
Mumbai,9964.24,2008,77000,Petrol,Automatic,Second,5.0,10.0,2496.0,157.7,Mercedes-Benz,Germany,Europe,c3,20961
Hyderabad,73582.08,2016,27000,Diesel,Automatic,First,5.0,18.59,2993.0,265.0,BMW,Germany,Europe,c5,10534
Mumbai,28972.94,2016,39000,Diesel,Automatic,First,5.0,20.38,1968.0,143.0,Audi,Germany,Europe,c4,20961
Pune,5518.66,2015,131000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,6987
Kolkata,8431.28,2015,43000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,15134
Pune,10730.72,2011,68000,Diesel,Manual,Second,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,6987
Bangalore,64001.08,2016,45165,Diesel,Automatic,First,5.0,16.09,1995.0,184.0,BMW,Germany,Europe,c5,13193
Hyderabad,16096.08,2007,120000,Diesel,Automatic,First,5.0,16.73,1995.0,218.0,BMW,Germany,Europe,c4,10534
Coimbatore,15467.57,2014,86091,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,2935
Delhi,4598.88,2009,71499,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,32066
Chennai,18395.52,2014,50000,Diesel,Manual,First,7.0,17.0,2200.0,139.01,Force,India,Asia,c4,11503
Jaipur,7526.83,2015,66000,Diesel,Manual,First,5.0,20.14,1498.0,88.0,Volkswagen,Germany,Europe,c2,4107
Kolkata,3065.92,2010,45000,Petrol,Manual,First,5.0,16.0,1198.0,90.0,Honda,Japan,Asia,c1,15134
Hyderabad,8124.69,2015,69189,Diesel,Manual,First,5.0,23.59,1364.0,67.06,Toyota,Japan,Asia,c2,10534
Mumbai,11067.97,2014,40206,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,20961
Kochi,49928.51,2017,36723,Diesel,Automatic,First,5.0,18.56,1995.0,190.0,BMW,Germany,Europe,c5,3301
Mumbai,4215.64,2010,57500,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,20961
Kochi,6637.72,2018,43912,CNG,Manual,First,5.0,15.1,1196.0,73.0,Maruti,India,Asia,c2,3301
Hyderabad,5748.6,2011,52000,Diesel,Manual,First,5.0,17.8,1399.0,68.0,Ford,USA,America,c2,10534
Kochi,9059.79,2014,60952,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c3,3301
Chennai,6668.38,2013,87192,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,11503
Delhi,4982.12,2014,58000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c1,32066
Pune,104241.28,2017,59500,Diesel,Automatic,First,7.0,14.75,2967.0,245.0,Audi,Germany,Europe,c5,6987
Mumbai,8431.28,2016,16650,Petrol,Manual,First,5.0,17.0,1198.0,74.0,Volkswagen,Germany,Europe,c2,20961
Kochi,18518.16,2018,34696,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,3301
Kochi,11466.54,2018,42243,Diesel,Manual,First,5.0,27.39,1248.0,74.0,Maruti,India,Asia,c3,3301
Jaipur,8431.28,2016,57824,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,4107
Jaipur,5365.36,2011,110000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c1,4107
Delhi,2452.74,2006,63000,Petrol,Manual,First,5.0,16.1,1298.0,87.0,Maruti,India,Asia,c1,32066
Delhi,23760.88,2013,72000,Diesel,Automatic,First,5.0,12.39,2179.0,115.0,Land-Rover,India,Asia,c4,32066
Hyderabad,29126.24,2013,63455,Diesel,Manual,First,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,10534
Hyderabad,12876.86,2017,17151,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,10534
Pune,11113.96,2016,31001,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,6987
Kolkata,6515.08,2014,42109,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,15134
Delhi,8737.87,2015,55000,Diesel,Automatic,Second,5.0,21.66,1498.0,103.52,Skoda,Germany,Europe,c2,32066
Hyderabad,39856.96,2013,46000,Diesel,Automatic,Second,5.0,12.39,2179.0,115.0,Land-Rover,India,Asia,c5,10534
Hyderabad,3817.07,2013,30852,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,10534
Pune,4598.88,2011,65000,Petrol,Manual,Second,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,6987
Delhi,9121.11,2015,65000,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c3,32066
Delhi,4123.66,2013,72000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c1,32066
Bangalore,39856.96,2014,29000,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,13193
